state;sport;2002/2003;2003/2004;2004/2005;2005/2006;2006/2007;2007/2008;2008/2009;2009/2010;2010/2011;2011/2012;2012/2013;2013/2014;2014/2015;2015/2016;2016/2017;2017/2018;2018/2019
SD;Canoe Paddling;;;;;;;;;;;;;;0;0;0;0
SD;Dance Team, Jazz;;;;;;;;0;0;0;0;0;0;0;0;0;0
SD;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TN;Adapted Track;;;;;;;;0;0;0;0;0;0;0;0;0;0
TN;Adaptive Golf;;;;;;;;;;;;;;0;0;0;0
TN;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
TN;Cross Country;2105;2404;2616;2718;2715;2799;2799;2836;2828;2912;3045;3199;3126;3151;3104;2922;3091
TN;Riflery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TN;Sailing;;;;;;;;;;;;;;;;;0
TN;Sand Volleyball;;;;;;;;;;;;;;0;0;0;0
TX;Adapted Basketball;;;;;;;;0;0;0;0;0;0;0;0;0;0
TX;Cycling;;;;;;;;;;;;;;0;0;0;0
TX;Dance Team, High Kick;;;;;;;;0;0;0;0;0;0;0;0;0;0
TX;Riflery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TX;Sailing;;;;;;;;;;;;;;;;;0
TX;Skiing -- Alpine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TX;Unified Basketball;;;;;;;;;;;;;;;;;0
TX;Unified Track and Field -- Outdoor;;;;;;;;;;;;;;;0;0;0
UT;Decathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UT;Mt. Biking;;;;;;;;0;0;0;0;0;0;0;0;0;0
UT;Skiing -- Cross Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UT;Wrestling;4;8;4;4;5;6;43;39;0;0;0;8;14;26;55;101;124
VT;Adapted Bocce - Indoor;;;;;;;;;;;;;;0;0;0;0
VT;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;20
VT;Cycling;;;;;;;;;;;;;;0;0;0;0
VT;Football -- 9-player;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VT;Rock Climbing;;;;;;;;;;;;;;0;0;0;0
VT;Unified Basketball;;;;;;;;;;;;;;;;;0
VA;Archery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VA;Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VA;Dance/Drill;;;;;;;;0;0;0;0;0;0;0;0;0;0
VA;Dance Team, Jazz;;;;;;;;0;0;0;0;0;0;0;0;0;0
VA;Judo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VA;Rock Climbing;;;;;;;;;;;;;;;0;0;0
VA;Squash;;;;;;;;;;;;;;;0;0;0
WA;Adapted Softball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WA;Adaptive Corn Toss;;;;;;;;;;;;;;0;0;0;0
WA;Drill Team;;;;;;;;2308;0;0;0;0;0;0;0;0;0
WA;Weight Lifting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WV;Adaptive Strength Training;;;;;;;;;;;;;;;0;0;0
WV;Bocce - Outdoor;;;;;;;;;;;;;;0;0;0;0
WV;Bowling;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WI;Adaptive Golf;;;;;;;;;;;;;;;0;0;0
WI;Basketball;13474;13013;12943;12289;13068;12545;12482;12479;12263;11549;11638;11206;11276;10955;10617;10309;10027
WI;Fencing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WI;Field Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WI;Flag Football;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WI;Skiing -- Cross Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WI;Unified Basketball;;;;;;;;;;;;;;;;;0
WI;Unified Track and Field -- Outdoor;;;;;;;;;;;;;;;;0;0
WY;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
WY;Badminton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WY;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WY;Martial Arts;;;;;;;;;;;;;;0;0;0;0
WY;Skiing -- Alpine;49;44;45;42;64;72;51;69;63;58;67;65;62;76;64;65;62
WY;Track and Field -- Outdoor;1379;1312;1317;1239;1139;1239;1193;1240;1226;1301;1280;1374;1325;1309;1416;1496;1595
WY;Ultimate Frisbee;;;;;;;;;;;;;;0;0;0;0
WY;Unified Flag Football;;;;;;;;;;;;;;;;0;0
WY;Unified Track and Field -- Outdoor;;;;;;;;;;;;;;;;0;0
AL;Competitive Spirit Squad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
DC;RUGBY;;;;;;;;0;0;0;0;0;0;0;0;0;
IL;sailing;;;;;;;;0;0;0;0;0;0;0;0;0;
ME;sailing;;;;;;;;43;21;17;35;29;26;24;35;15;
MO;Pentathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MT;RUGBY;;;;;;;;0;0;0;0;0;0;0;0;0;
NJ;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
NM;RUGBY;;;;;;;;0;0;0;0;0;0;0;0;0;
ND;RUGBY;;;;;;;;0;0;0;0;0;0;0;0;0;
OH;Competitive Spirit Squad;0;0;0;0;0;11224;2867;2643;2590;2110;2078;2033;1859;1859;4209;5605;
SC;sailing;;;;;;;;0;0;0;0;0;0;0;0;0;
VT;RUGBY;;;;;;;;0;0;0;0;33;11;11;0;0;
WA;Pentathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
WV;sailing;;;;;;;;0;0;0;0;0;0;0;0;0;
CT;None;;;;;;;;0;0;0;0;0;0;0;;;
IN;None;;;;;;;;0;0;0;0;0;0;0;;;
IA;None;;;;;;;;0;0;0;0;0;0;0;;;
ME;None;;;;;;;;0;0;0;0;0;0;0;;;
NV;None;;;;;;;;0;0;0;0;0;0;0;;;
WI;None;;;;;;;;0;0;0;0;0;0;0;;;
PA;Outrigger Canoe Paddling LL;;;;;;;;;;0;0;0;0;;;;
AR;Outrigger Canoe Paddling LL;;;;;;;;;;0;0;0;;;;;
MI;Outrigger Canoe Paddling LL;;;;;;;;;;0;0;0;;;;;
ND;Outrigger Canoe Paddling LL;;;;;;;;;;0;0;0;;;;;
KY;Canoeing;0;0;0;0;0;0;0;0;0;;;;;;;;
NE;Canoeing;0;0;0;0;0;0;0;0;0;;;;;;;;
NM;Canoeing;0;0;0;0;0;0;0;0;0;;;;;;;;
NY;Canoeing;0;0;0;0;0;0;0;0;0;;;;;;;;
WI;Canoeing;0;0;0;0;0;0;0;0;0;;;;;;;;
AL;Other 1:;0;0;0;0;0;0;0;;;;;;;;;;
AK;Other 1:;0;303;214;336;450;333;341;;;;;;;;;;
CA;Other 1:;726;726;756;756;684;684;390;;;;;;;;;;
GA;Other 2:;0;81;81;129;129;83;83;;;;;;;;;;
IN;Other 2:;0;0;0;0;0;0;0;;;;;;;;;;
NM;Other 2:;0;0;0;0;0;0;0;;;;;;;;;;
PA;Other 2:;0;0;0;0;0;0;0;;;;;;;;;;
VA;Other 2:;0;0;0;0;0;0;0;;;;;;;;;;
ID;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ID;Softball -- Slow Pitch;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ID;Swimming & Diving;73;73;0;0;0;0;0;0;0;0;0;0;0;0;0;650;746
ID;Tennis;1061;960;1171;1143;1052;1200;1287;1222;1095;1027;1055;1077;1052;1114;1161;1208;1196
IL;Adapted Floor Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IL;Dance Team, High Kick;;;;;;;;0;0;0;0;0;0;0;0;0;0
IL;Field Hockey;0;0;0;0;0;0;0;0;0;0;0;95;95;191;0;0;0
IL;Roller Hockey;;;;;;;;;;;;;;0;0;0;0
IL;Rythmic Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IL;Softball -- Slow Pitch;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN;Badminton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN;Decathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN;Drill Team;;;;;;;;0;0;0;0;0;0;0;0;0;0
IN;Swimming & Diving;4653;4990;4730;4850;4886;4719;4548;4642;4679;4369;4348;4249;4265;4267;4480;4435;4383
IN;Track and Field -- Indoor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IA;Adapted Basketball;;;;;;;;0;0;0;0;0;0;0;0;0;0
IA;Adaptive Strength Training;;;;;;;;;;;;;;;0;0;0
IA;Adaptive Tennis;;;;;;;;;;;;;;;0;0;0
IA;Sand Volleyball;;;;;;;;;;;;;;;0;0;0
KS;Dance;;;;;;;;;;;;;;;;;0
KS;Dance/Drill;;;;;;;;0;0;0;0;0;0;0;0;0;0
KS;Mixed 6-Coed Volleyball;;;;;;;;0;0;0;0;0;0;0;0;0;0
KS;Unified Track and Field -- Outdoor;;;;;;;;;;;;;;;;0;0
KY;Adaptive Strength Training;;;;;;;;;;;;;;0;0;0;0
KY;Baseball;3;3;32;0;0;2;2;2;2;0;4;5;7;11;20;18;17
KY;Figure Skating;;;;;;;;;;;;;;0;0;0;0
KY;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KY;Heptathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KY;Sand Volleyball;;;;;;;;;;;;;;0;0;0;0
KY;Surfing;;;;;;;;0;0;0;0;0;0;0;0;0;0
KY;Tennis;2483;2483;2706;2783;2783;2763;2763;2763;2763;2744;2806;2798;2474;2549;2547;2658;2725
LA;Adaptive Tennis;;;;;;;;;;;;;;;0;0;0
LA;Sand Volleyball;;;;;;;;;;;;;;;0;0;0
LA;Team Tennis;0;0;0;0;0;0;1620;0;0;0;0;0;0;0;0;0;0
LA;Tennis;1044;1044;1155;1155;1155;984;1620;1680;1791;1699;1703;1600;1589;1772;1819;1836;1932
LA;Track and Field -- Outdoor;4056;4056;4059;4059;4059;2840;3391;5963;7420;7015;7024;6816;6671;6840;6927;6970;6989
LA;Trap Shooting;;;;;;;;;;;;;;;0;0;0
LA;Unified Basketball;;;;;;;;;;;;;;;;;0
ME;Bass Fishing;;;;;;;;;;;;;;;;0;0
ME;Fencing;0;0;0;0;5;9;5;8;9;9;9;0;0;0;0;0;1
ME;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ME;Judo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ME;Sand Volleyball;;;;;;;;;;;;;;;0;0;0
ME;Snowboarding;20;0;43;61;24;44;60;43;11;6;8;8;9;0;4;6;2
ME;Synchronized Swimming;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ME;Ultimate Frisbee;;;;;;;;;;;;;;;113;89;78
MD;Adapted Bocce - Indoor;;;;;;;;;;;;;538;492;604;580;450
MD;Adaptive Strength Training;;;;;;;;;;;;;;73;79;96;111
MD;Canoe Paddling;;;;;;;;;;;;;0;0;0;0;0
MD;Volleyball;4352;4250;3962;4277;4701;4343;4676;3723;4948;4927;5410;4933;5281;5059;5215;5229;5226
MA;Adapted Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MI;Adaptive Strength Training;;;;;;;;;;;;;;0;0;0;0
MI;Archery;0;0;0;0;69;17;2;80;90;170;68;120;185;173;203;240;215
MI;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;6672
MI;Dance Team, Jazz;;;;;;;;0;0;0;0;0;0;0;0;0;0
MI;Rodeo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MI;Squash;;;;;;;;;;;;;;0;0;0;0
MN;Adapted Volleyball;;;;;;;;;;;;;;0;0;0;0
MN;Cycling;;;;;;;;;;;;;;0;0;0;0
MN;Drill Team;;;;;;;;0;0;0;0;0;0;0;0;0;0
MN;Figure Skating;;;;;;;;;;;;;;0;0;0;0
MN;Football -- 8-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MN;Track and Field -- Indoor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MN;Wrestling;19;17;11;0;0;0;1;0;0;0;0;0;0;19;19;20;20
MS;Adapted Volleyball;;;;;;;;;;;;;;0;0;0;0
MS;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;2400
MS;Dance/Drill;;;;;;;;0;0;0;486;498;720;498;498;495;0
MS;Heptathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MS;Riflery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MS;Soccer;1885;1939;1986;2016;2276;2301;2301;2403;2403;2403;2538;2640;2700;2690;2660;2700;2730
AL;Adapted Soccer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AL;Adapted Track;;;;;;;;0;0;0;0;0;4;0;0;0;0
AL;Adaptive Golf;;;;;;;;;;;;;;;0;0;0
AL;Bass Fishing;;;;;;;;;;;;;;;;0;0
AL;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AL;Dance;;;;;;;;;;;;;;;;;0
AL;Golf;206;454;457;463;463;496;317;339;339;337;480;684;665;700;699;750;784
AL;Judo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AL;Soccer;2769;2897;2999;2973;2973;2973;3229;3408;3408;3358;3320;3291;4098;4439;4781;5021;5434
AK;Adapted Volleyball;;;;;;;;;;;;;;0;0;0;0
AK;Field Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AK;Flag Football;0;0;0;0;82;398;472;420;367;521;465;438;438;530;553;543;475
AK;Gymnastics;154;82;111;155;123;148;164;143;113;155;93;120;28;78;103;81;103
AK;Native Youth Olympics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AK;Soft Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AZ;Adapted Floor Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AZ;Bass Fishing;;;;;;;;;;;;;;;;0;0
AZ;Lacrosse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AZ;Squash;;;;;;;;;;;;;;;0;0;0
AZ;Surfing;;;;;;;;0;0;0;0;0;0;0;0;0;0
AR;Beach Volleyball;;;;;;;;;;;;;;;;0;0
AR;Cycling;;;;;;;;;;;;;;0;0;0;0
AR;Fencing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR;Rock Climbing;;;;;;;;;;;;;;;0;0;0
AR;Sand Volleyball;;;;;;;;;;;;;;;0;0;0
CO;Football -- 6-player;0;0;0;0;0;8;0;0;0;0;0;0;3;1;3;9;9
CO;Golf;1188;1280;1573;1487;1543;1404;1466;1409;1477;1429;1489;1495;1514;1689;1737;1737;1541
CO;Mt. Biking;;;;;;;;0;0;0;0;0;0;0;0;0;0
CO;Team Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CT;Adapted Basketball;;;;;;;;0;0;0;0;0;0;0;0;0;0
CT;Cycling;;;;;;;;;;;;;;0;0;0;0
CT;Rock Climbing;;;;;;;;;;;;;;0;0;0;0
CT;Skiing -- Cross Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DC;Adapted Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DC;Adapted Softball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DC;Adaptive Golf;;;;;;;;;;;;;;0;0;0;0
DC;Air Riflery;;;;;;;;0;0;0;0;2;0;2;2;2;0
DC;Equestrian;0;0;0;0;0;0;0;0;0;0;0;5;5;5;0;19;14
DC;Football -- 11-Player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DC;Kayaking;;;;;;;;0;0;0;0;0;0;0;0;0;0
DC;Roller Hockey;;;;;;;;;;;;;;0;0;0;0
DC;Rugby;;;;;;;;;;;;;;;;;0
DC;Sand Volleyball;;;;;;;;;;;;;;0;0;0;0
DC;Skiing -- Alpine;275;266;125;125;97;97;97;97;97;97;97;14;2;14;;0;0
DE;Archery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DE;Dance;;;;;;;;;;;;;;;;;0
DE;Dance/Drill;;;;;;;;0;0;0;0;0;0;0;0;0;0
DE;Kayaking;;;;;;;;0;0;0;0;0;0;0;0;0;0
DE;Ultimate Frisbee;;;;;;;;;;;;;;0;0;0;0
DE;Unified Flag Football;;;;;;;;;;;;;;;17;21;37
FL;Adapted Volleyball;;;;;;;;;;;;;;0;0;0;0
FL;Adaptive Handball;;;;;;;;;;;;;;0;0;0;0
FL;Mixed 6-Coed Volleyball;;;;;;;;0;0;0;0;0;0;0;0;0;0
FL;Riflery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FL;Rugby;;;;;;;;;;;;;;;;;0
FL;Swimming & Diving;7417;7535;7711;7289;7352;6639;7862;7484;7402;7658;7590;8200;7707;8093;8869;8542;8603
GA;Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GA;Rythmic Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GA;Soccer;7329;7776;7776;7927;7927;8492;8492;9122;9122;9777;9716;9725;10053;10359;10669;10355;10430
GA;Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GA;Track and Field -- Outdoor;8193;8102;8102;8521;8521;8951;8951;9676;9676;10436;10264;10559;10894;11115;11091;11208;11454
HI;Adaptive Handball;;;;;;;;;;;;;;;0;0;0
HI;Archery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HI;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HI;Rodeo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HI;Team Tennis;24;0;943;0;958;913;876;853;273;273;691;795;859;795;455;852;0
HI;Trap Shooting;;;;;;;;;;;;;;;0;0;0
ID;Adaptive Corn Toss;;;;;;;;;;;;;;;0;0;0
ID;Archery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ID;Cycling;;;;;;;;;;;;;;0;0;0;0
PA;Bass Fishing;;;;;;;;;;;;;;;;0;0
PA;Volleyball;8856;9630;9702;9918;10296;10440;10440;10548;10602;10512;10368;10422;10422;10458;10458;10656;10620
RI;Basketball;1174;1123;1170;1107;1135;1110;1082;1066;1068;1073;1074;1022;983;986;1009;1203;1199
RI;Football -- 11-Player;7;4;4;6;0;0;7;5;5;7;11;6;16;18;10;15;23
RI;Skiing -- Alpine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RI;Synchronized Swimming;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RI;Weight Lifting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC;Cross Country;1488;1649;1540;1783;1906;1961;2022;2127;2018;2111;2200;2332;2354;2419;2663;2453;2541
SC;Dance;;;;;;;;;;;;;;;;;0
SC;Dance Team, Jazz;;;;;;;;0;0;0;0;0;0;0;0;0;0
SC;Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC;Ice Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC;Roller Hockey;;;;;;;;;;;;;;;0;0;0
SC;Volleyball;3919;3950;4004;4080;4463;4235;4279;4444;4576;4733;4884;4953;4820;5020;5086;4926;4974
SC;Water Polo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SD;Adapted Volleyball;;;;;;;;;;;;;;0;0;0;0
SD;Adaptive Golf;;;;;;;;;;;;;;;0;0;0
SD;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SD;Sailing;;;;;;;;;;;;;;;;;0
TN;Drill Team;;;;;;;;0;0;0;0;0;0;0;0;0;0
TN;Lacrosse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TN;Mt. Biking;;;;;;;;0;0;0;0;0;0;0;0;0;0
TN;Soft Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TN;Squash;;;;;;;;;;;;;;0;0;0;0
TN;Track and Field -- Indoor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TX;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TX;Mt. Biking;;;;;;;;0;0;0;0;0;0;0;0;0;0
TX;Rock Climbing;;;;;;;;;;;;;;0;0;0;0
TX;Sand Volleyball;;;;;;;;;;;;;;0;0;0;0
TX;Softball -- Slow Pitch;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TX;Unified Flag Football;;;;;;;;;;;;;;;0;0;0
TX;Water Polo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TX;Wrestling;989;1086;1153;1314;1460;1602;1640;1706;1706;2416;2776;3745;3977;4013;4140;3869;4421
UT;Adaptive Handball;;;;;;;;;;;;;;;0;0;0
UT;Adaptive Strength Training;;;;;;;;;;;;;;;0;0;0
UT;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
UT;Unified Flag Football;;;;;;;;;;;;;;;0;0;0
VT;Dance Team, High Kick;;;;;;;;0;0;0;0;0;0;0;0;0;0
VT;Football -- 8-player;1;38;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VT;Mt. Biking;;;;;;;;0;0;0;0;0;0;0;5;4;5
VA;Adapted Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VA;Canoe Paddling;;;;;;;;;;;;;0;0;0;0;0
VA;Fencing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VA;Soccer;6737;7109;7194;7462;7597;7896;8217;8177;8563;8809;8773;9130;8822;9104;9120;8913;8994
VA;Track and Field -- Outdoor;7473;7650;8081;8241;8330;8366;8967;8954;9002;8458;8669;8860;8513;8867;9000;9000;8822
VA;Unified Flag Football;;;;;;;;;;;;;;;;0;0
WA;Football -- 11-Player;34;80;92;92;12;18;15;47;16;18;0;0;0;0;0;0;65
WA;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WA;Ice Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WA;Tennis;6927;7304;6538;7304;7473;6762;6521;7737;7649;7222;7207;7029;7174;7001;8082;7873;7491
WA;Ultimate Frisbee;;;;;;;;;;;;;;0;0;0;0
WV;Adapted Basketball;;;;;;;;0;0;0;0;0;0;0;0;0;0
WV;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
WV;Dance Team, Jazz;;;;;;;;0;0;0;0;0;0;0;0;0;0
WV;Soft Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WV;Unified Basketball;;;;;;;;;;;;;;;;;0
WV;Weight Lifting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WI;Adapted Basketball;;;;;;;;0;0;0;0;0;0;0;0;0;0
WI;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;0
WI;Football -- 11-Player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WI;Martial Arts;;;;;;;;;;;;;;;0;0;0
MS;Wrestling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MO;Archery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MO;Beach Volleyball;;;;;;;;;;;;;;;;0;0
MO;Canoe Paddling;;;;;;;;;;;;;0;0;0;0;0
MO;Dance;;;;;;;;;;;;;;;;;0
MO;Martial Arts;;;;;;;;;;;;;;0;0;0;0
MO;Roller Hockey;;;;;;;;;;;;;;0;0;0;0
MO;Water Polo;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MT;Adapted Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MT;Adaptive Tennis;;;;;;;;;;;;;;0;0;0;0
MT;Basketball;3661;3469;3433;3384;3461;3260;3177;3193;3129;3157;3068;3086;2995;2903;3010;2837;2822
MT;Canoe Paddling;;;;;;;;;;;;;0;0;0;0;0
MT;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;0
MT;Sand Volleyball;;;;;;;;;;;;;;0;0;0;0
NE;Adapted Basketball;;;;;;;;0;0;0;0;0;0;0;0;0;0
NE;Mt. Biking;;;;;;;;0;0;0;0;0;0;0;0;0;0
NE;Sailing;;;;;;;;;;;;;;;;;0
NE;Softball -- Slow Pitch;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NV;Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NV;Rugby;;;;;;;;;;;;;;;;;0
NV;Skiing -- Alpine;114;115;113;140;183;191;230;230;188;202;153;159;187;177;209;198;177
NV;Water Polo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NH;Adaptive Tennis;;;;;;;;;;;;;;;0;0;0
NH;Archery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NH;Basketball;2244;2262;2228;2202;2403;2045;2107;3194;2136;2132;2045;1951;1931;1777;1848;1890;1816
NH;Judo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NH;Rock Climbing;;;;;;;;;;;;;;;0;0;0
NH;Snowboarding;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NJ;Adapted Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NJ;Adapted Volleyball;;;;;;;;;;;;;;0;0;0;0
NJ;Canoe Paddling;;;;;;;;;;;;;0;0;0;0;0
NJ;Decathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NJ;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NJ;Riflery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NJ;Sand Volleyball;;;;;;;;;;;;;;;0;0;0
NM;Adapted Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NM;Adapted Soccer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NM;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;1804
NM;Golf;272;272;430;430;365;389;628;568;568;373;399;377;383;415;401;414;455
NM;Riflery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NM;Rock Climbing;;;;;;;;;;;;;;;0;0;0
NM;Softball -- Fast Pitch;1589;1589;2358;2358;2022;1943;2362;2258;2258;1936;2305;2557;2572;2630;2515;2550;2476
NM;Unified Track and Field -- Outdoor;;;;;;;;;;;;;;;0;0;0
NY;Adaptive Corn Toss;;;;;;;;;;;;;;0;0;0;0
NY;Bowling;2851;2851;3024;3024;3024;3450;3450;3450;3729;3445;3445;3445;3445;3022;3113;3297;3223
NY;Cross Country;6122;6122;6348;6348;6348;7460;7460;7460;7732;7966;7966;7966;7966;7874;8062;7983;7627
NY;Skiing -- Alpine;0;0;0;0;0;559;559;559;773;706;706;706;706;560;584;617;631
NY;Softball -- Slow Pitch;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
