state;sport;2002/2003;2003/2004;2004/2005;2005/2006;2006/2007;2007/2008;2008/2009;2009/2010;2010/2011;2011/2012;2012/2013;2013/2014;2014/2015;2015/2016;2016/2017;2017/2018;2018/2019
AL;Adaptive Corn Toss;;;;;;;;;;;;;;;0;0;0
AL;Bocce - Outdoor;;;;;;;;;;;;;;0;0;0;0
AL;Canoe Paddling;;;;;;;;;;;;;0;0;0;0;0
AL;Cycling;;;;;;;;;;;;;;0;0;0;0
AL;Dance/Drill;;;;;;;;0;0;0;0;0;0;0;0;0;0
AL;Equestrian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AL;Martial Arts;;;;;;;;;;;;;;;0;0;0
AL;Sand Volleyball;;;;;;;;;;;;;;;0;0;0
AL;Squash;;;;;;;;;;;;;;;0;0;0
AK;Baseball;34;7;6;37;2;2;6;0;0;5;7;11;12;12;8;14;16
AK;Judo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AK;Snowboarding;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AK;Surfing;;;;;;;;0;0;0;0;0;0;0;0;0;0
AK;Tennis;159;166;195;241;193;242;230;273;217;210;223;211;211;214;216;209;225
AK;Unified Track and Field -- Outdoor;;;;;;;;;;;;;;;0;0;0
AZ;Adapted Softball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AZ;Archery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AZ;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;14
AR;Bocce - Outdoor;;;;;;;;;;;;;;0;0;0;0
AR;Dance Team, Jazz;;;;;;;;0;0;0;0;0;0;0;0;0;0
AR;Gymnastics;106;139;119;160;73;145;71;87;109;44;27;73;74;94;53;64;25
AR;Lacrosse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50
AR;Sailing;;;;;;;;;;;;;;;;;0
CA;Adapted Football;;;;;;;;;;;;;;;;;0
CA;Ice Hockey;0;0;0;0;0;0;3;3;0;73;249;48;45;13;21;24;29
CA;Sailing;;;;;;;;;;;;;;;;;120
CA;Team Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CO;Adapted Football;;;;;;;;;;;;;;;;;0
CO;Football -- 11-Player;39;16;50;0;59;15;0;38;29;117;44;216;35;109;53;141;141
CO;Martial Arts;;;;;;;;;;;;;;;0;0;0
CO;Riflery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CO;Skiing -- Cross Country;150;150;150;81;106;122;78;54;79;80;89;76;100;144;118;118;103
CO;Water Polo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CT;Adapted Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CT;Adapted Floor Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CT;Bass Fishing;;;;;;;;;;;;;;;;0;0
CT;Beach Volleyball;;;;;;;;;;;;;;;;0;0
CT;Native Youth Olympics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CT;Sailing;;;;;;;;;;;;;;;;;0
CT;Skiing -- Alpine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DC;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;229
DC;Judo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DC;Rodeo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DC;Softball -- Slow Pitch;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DC;Unified Basketball;;;;;;;;;;;;;;;;;0
DC;Water Polo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DE;Adapted Floor Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DE;Badminton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DE;Skiing -- Cross Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DE;Squash;;;;;;;;;;;;;;0;0;0;28
FL;Football -- 9-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FL;Sand Volleyball;;;;;;;;;;;;;;0;0;0;0
FL;Softball -- Slow Pitch;916;884;776;93;765;659;708;0;0;0;0;0;0;0;0;0;0
FL;Ultimate Frisbee;;;;;;;;;;;;;;0;0;0;0
GA;Dance;;;;;;;;;;;;;;;;;0
GA;Drill Team;;;;;;;;2724;2724;2653;2952;2741;2741;2656;2619;2276;0
GA;Football -- 9-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GA;Track and Field -- Indoor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HI;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HI;Unified Track and Field -- Outdoor;;;;;;;;;;;;;;;32;32;32
ID;Adaptive Golf;;;;;;;;;;;;;;;0;0;0
ID;Adaptive Handball;;;;;;;;;;;;;;;0;0;0
ID;Canoe Paddling;;;;;;;;;;;;;0;0;0;0;0
IL;Adapted Basketball;;;;;;;;0;0;0;0;0;0;0;0;0;0
IL;Drill Team;;;;;;;;0;0;0;0;0;0;0;0;0;0
IL;Trap Shooting;;;;;;;;;;;;;;0;0;0;0
IL;Ultimate Frisbee;;;;;;;;;;;;;;0;0;0;0
IN;Dance/Drill;;;;;;;;0;0;0;0;0;0;0;0;0;0
IN;Fencing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN;Sand Volleyball;;;;;;;;;;;;;;;0;0;0
IN;Team Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IA;Adapted Track;;;;;;;;0;0;0;0;0;0;0;0;0;0
IA;Baseball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;15;0
IA;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IA;Dance/Drill;;;;;;;;0;0;0;0;0;0;0;0;0;0
IA;Football -- 8-player;11;11;11;1;1;1;3;22;46;5;3;6;3;8;9;5;5
IA;Rythmic Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IA;Squash;;;;;;;;;;;;;;;0;0;0
IA;Swimming & Diving;1696;1671;1688;1500;1526;1632;1725;1620;1561;1531;1671;1710;1639;1530;1659;1668;1647
IA;Unified Flag Football;;;;;;;;;;;;;;;;0;0
KS;Adapted Basketball;;;;;;;;0;0;0;0;0;0;0;0;0;0
KS;Basketball;8080;8145;7975;7883;7803;7257;7282;7130;7168;7090;6987;6827;6833;7004;6931;6625;6530
KS;Cross Country;2386;2419;2432;2317;2432;2597;2721;2827;2870;2898;2953;2977;2990;3118;2785;2898;2816
KS;Decathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KS;Football -- 9-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KS;Riflery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KS;Rodeo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KS;Sand Volleyball;;;;;;;;;;;;;;;0;0;0
KS;Volleyball;9359;9486;9425;8654;9425;9156;8849;8710;8761;8617;8617;8773;8749;8956;8611;8372;8278
KY;Dance Team, High Kick;;;;;;;;0;0;0;0;0;0;0;0;0;0
KY;Football -- 11-Player;21;21;14;14;14;10;10;10;10;14;54;13;13;31;35;33;42
KY;Golf;1379;1379;1136;1364;1339;1287;1287;1287;1287;1344;1338;1367;1270;1246;1230;1183;1192
KY;Snowboarding;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KY;Volleyball;4584;4584;5325;5392;5414;5452;5452;5452;5452;6147;6260;6125;5871;6366;6272;6221;6264
KY;Water Polo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LA;Cycling;;;;;;;;;;;;;;0;0;0;0
LA;Rock Climbing;;;;;;;;;;;;;;;0;0;0
LA;Skiing -- Alpine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LA;Snowboarding;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ME;Adapted Bocce - Indoor;;;;;;;;;;;;;;0;0;0;0
ME;Adapted Floor Hockey;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
ME;Adaptive Corn Toss;;;;;;;;;;;;;;;0;0;0
ME;Adaptive Strength Training;;;;;;;;;;;;;;;0;0;0
ME;Cross Country;951;968;1004;1030;1052;1138;1038;1040;1127;1012;1111;1091;1076;1082;1157;1215;971
ME;Kayaking;;;;;;;;0;0;0;0;0;0;0;0;0;0
ME;Skiing -- Cross Country;305;283;316;261;292;288;268;319;342;298;359;302;324;296;246;268;210
ME;Trap Shooting;;;;;;;;;;;;;;;0;0;0
ME;Unified Track and Field -- Outdoor;;;;;;;;;;;;;;;;0;6
MD;Adapted Soccer;0;0;0;0;0;0;0;0;0;92;162;150;137;131;198;140;131
MD;Bass Fishing;;;;;;;;;;;;;;;;0;0
MD;Dance;;;;;;;;;;;;;;;;;0
MD;Drill Team;;;;;;;;0;0;0;0;0;0;0;0;0;0
MD;Ultimate Frisbee;;;;;;;;;;;;;;0;0;0;0
MA;Canoe Paddling;;;;;;;;;;;;;0;0;0;0;0
MA;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MA;Dance;;;;;;;;;;;;;;;;;0
MA;Dance Team, High Kick;;;;;;;;0;0;0;0;0;0;0;0;0;0
MA;Equestrian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MA;Track and Field -- Outdoor;10763;10443;11115;11655;11664;11438;11313;12821;12374;11990;12517;12913;13239;13761;13503;13322;13415
MA;Ultimate Frisbee;;;;;;;;;;;;;;0;0;0;0
MI;Adapted Football;;;;;;;;;;;;;;;;;0
MI;Badminton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
MI;Mt. Biking;;;;;;;;0;0;0;0;0;0;0;0;0;0
MI;Track and Field -- Indoor;538;316;531;545;944;242;261;380;347;212;0;0;0;346;429;553;275
MI;Ultimate Frisbee;;;;;;;;;;;;;;0;0;31;40
MI;Weight Lifting;325;339;221;331;235;809;573;609;412;515;561;799;871;727;1047;1043;753
MN;Archery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MS;Adaptive Handball;;;;;;;;;;;;;;0;0;0;0
MS;Adaptive Strength Training;;;;;;;;;;;;;;0;0;0;0
MS;Canoe Paddling;;;;;;;;;;;;;0;0;0;0;0
MS;Figure Skating;;;;;;;;;;;;;;0;0;0;0
MS;Judo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MS;Ultimate Frisbee;;;;;;;;;;;;;;0;0;0;0
MO;Dance Team, Jazz;;;;;;;;0;0;0;0;0;0;0;0;0;0
MO;Field Hockey;1114;1178;1261;1243;0;0;1217;1049;898;1127;1094;1053;1108;1120;1142;1142;1138
MO;Ice Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MO;Rock Climbing;;;;;;;;;;;;;;0;0;0;0
MT;Adapted Floor Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MT;Badminton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MT;Beach Volleyball;;;;;;;;;;;;;;;;0;0
MT;Dance/Drill;;;;;;;;0;0;0;0;0;0;0;0;0;0
MT;Figure Skating;;;;;;;;;;;;;;0;0;0;0
NE;Adapted Bocce - Indoor;;;;;;;;;;;;;;0;0;0;0
NE;Adapted Track;;;;;;;;0;0;0;0;0;0;0;0;0;24
NE;Decathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NE;Fencing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NE;Sand Volleyball;;;;;;;;;;;;;;;0;0;0
NE;Skiing -- Alpine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NE;Snowboarding;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NE;Softball -- Fast Pitch;2155;2237;2161;2208;2254;2313;2389;2319;2415;2440;2403;2504;2576;2574;2753;2696;2665
NE;Swimming & Diving;929;944;996;927;926;970;1066;1076;1047;971;1039;1041;1054;1056;1065;1062;1107
NV;Equestrian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NH;Adapted Bocce - Indoor;;;;;;;;;;;;;;0;0;0;0
NH;Adapted Volleyball;;;;;;;;;;;;;;123;133;118;105
NH;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NH;Cycling;;;;;;;;;;;;;;0;0;0;0
NH;Kayaking;;;;;;;;0;0;0;0;0;0;0;0;0;0
NH;Softball -- Fast Pitch;2324;2214;2284;2190;2272;2014;2305;2216;2203;2033;1981;1983;2009;1893;1850;1864;1842
NJ;Adapted Soccer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NJ;Adapted Track;;;;;;;;0;0;0;0;0;0;0;0;0;0
NJ;Bowling;1466;1660;1899;1819;1889;1892;1857;1808;1774;1795;2154;2230;2141;2024;1969;2041;2171
NJ;Cycling;;;;;;;;;;;;;;0;0;0;0
NJ;Squash;;;;;;;;;;;;;;;0;0;0
NJ;Tennis;6119;6303;6471;6651;6670;6958;7089;6817;6236;6559;6864;6875;6762;6883;6996;6887;7072
NM;Adaptive Tennis;;;;;;;;;;;;;;;0;0;0
NM;Cycling;;;;;;;;;;;;;;0;0;0;0
NM;Rythmic Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NM;Wrestling;50;50;0;0;0;0;0;0;0;74;96;64;75;68;91;136;154
NY;Adaptive Handball;;;;;;;;;;;;;;0;0;0;0
NY;Basketball;17245;17245;17850;17850;17850;17750;17750;17750;18104;16997;16997;16997;16997;16302;16007;15805;15500
NY;Field Hockey;8508;8508;8619;8619;8619;8348;8348;8348;7960;7504;7504;7504;7504;7241;6819;6981;6992
NC;Adaptive Strength Training;;;;;;;;;;;;;;0;0;0;0
NC;Football -- 9-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC;Gymnastics;59;123;0;0;122;0;138;168;186;198;192;203;255;;0;0;0
NC;Synchronized Swimming;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ND;Adapted Basketball;;;;;;;;0;0;0;0;0;0;0;0;0;0
ND;Sand Volleyball;;;;;;;;;;;;;;;0;0;0
OH;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;5380
OH;Football -- 11-Player;15;33;18;17;148;367;10;13;79;25;38;105;245;245;245;45;45
OH;Track and Field -- Outdoor;19476;20263;20999;20812;21967;24082;21866;22619;21108;21110;20975;20899;21861;21861;22967;23963;24011
OH;Trap Shooting;;;;;;;;;;;;;;0;0;0;0
OK;Adapted Bocce - Indoor;;;;;;;;;;;;;;0;0;0;0
OK;Cycling;;;;;;;;;;;;;;0;0;0;0
OK;Mixed 6-Coed Volleyball;;;;;;;;0;0;0;0;0;0;0;0;0;0
OK;Rugby;;;;;;;;;;;;;;;;;0
OK;Skiing -- Alpine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OR;Adaptive Golf;;;;;;;;;;;;;;;0;0;0
OR;Archery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OR;Football -- 8-player;3;0;0;0;0;0;0;0;0;4;3;2;1;1;5;8;4
OR;Mt. Biking;;;;;;;;0;0;0;0;0;0;0;0;0;0
OR;Rythmic Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OR;Ultimate Frisbee;;;;;;;;;;;;;;;0;0;0
PA;Adapted Floor Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PA;Adapted Softball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PA;Adaptive Corn Toss;;;;;;;;;;;;;;;0;0;0
PA;Dance Team, High Kick;;;;;;;;0;0;0;0;0;0;0;0;0;0
PA;Martial Arts;;;;;;;;;;;;;;;0;0;0
RI;Equestrian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RI;Ice Hockey;88;129;167;168;212;182;184;165;180;220;244;245;201;242;211;157;194
SC;Adapted Bocce - Indoor;;;;;;;;;;;;;;0;0;0;0
SC;Archery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC;Rugby;;;;;;;;;;;;;;;;;0
SC;Trap Shooting;;;;;;;;;;;;;;;0;0;0
SD;Adapted Soccer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SD;Heptathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TN;Adapted Soccer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TN;Baseball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5
TN;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;0
TN;Figure Skating;;;;;;;;;;;;;;0;0;0;0
TN;Flag Football;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TN;Rythmic Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TN;Soccer;4350;4807;5230;5257;5389;5542;5542;5854;6116;6172;6434;6584;6749;6952;7153;7038;7113
TN;Weight Lifting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TX;Baseball;174;336;0;166;267;134;234;0;163;260;276;242;251;241;245;464;242
TX;Rugby;;;;;;;;;;;;;;;;;0
TX;Surfing;;;;;;;;0;0;0;0;0;0;0;0;0;0
TX;Track and Field -- Indoor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UT;Adapted Basketball;;;;;;;;0;0;0;0;0;0;0;0;0;0
UT;Adapted Bocce - Indoor;;;;;;;;;;;;;;0;0;0;0
UT;Badminton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UT;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UT;Football -- 9-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UT;Heptathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UT;Track and Field -- Indoor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VT;Adapted Soccer;0;0;0;0;0;0;5;1;10;0;7;4;6;6;5;13;5
VT;Adaptive Corn Toss;;;;;;;;;;;;;;0;0;0;0
VT;Equestrian;0;0;0;0;0;0;0;0;10;5;0;0;0;0;0;0;0
VT;Field Hockey;1227;1013;1175;1021;1037;988;848;724;962;582;630;898;580;580;515;413;515
VT;Heptathlon;9;3;3;10;0;4;11;0;9;7;4;10;9;9;4;6;4
VT;Ultimate Frisbee;;;;;;;;;;;;;;0;0;0;0
VA;Adapted Football;;;;;;;;;;;;;;;;;0
VA;Adapted Volleyball;;;;;;;;;;;;;;0;0;0;0
VA;Adaptive Handball;;;;;;;;;;;;;;;0;0;0
VA;Wrestling;104;41;76;119;98;91;87;112;89;77;83;87;79;137;159;246;232
WA;Equestrian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WA;Heptathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WA;Rugby;;;;;;;;;;;;;;;;;0
WA;Softball -- Fast Pitch;8911;8790;7609;8884;7914;7129;6598;7433;7462;7414;7623;6850;7416;6932;7745;8033;7159
WV;Cross Country;648;581;603;679;642;615;667;727;711;690;714;770;825;829;806;821;839
WV;Decathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WV;Skiing -- Alpine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WV;Soccer;1443;1197;1457;1523;1603;1676;1626;1677;1582;1589;1647;1704;1768;1789;1745;1794;1826
WV;Volleyball;2142;1948;2095;2036;2379;2263;1621;2306;2336;2266;2273;2343;2405;2390;2367;2471;2468
WI;Adapted Softball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WI;Adapted Track;;;;;;;;0;0;0;0;0;0;0;0;0;0
WI;Adaptive Tennis;;;;;;;;;;;;;;;0;0;0
WI;Dance;;;;;;;;;;;;;;;;;0
WY;Football -- 8-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WY;Mixed 6-Coed Volleyball;;;;;;;;0;0;0;0;0;0;0;0;0;0
WY;Riflery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WY;Trap Shooting;;;;;;;;;;;;;;0;0;0;0
AK;Pentathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
AK;RUGBY;;;;;;;;0;0;0;0;0;0;0;0;0;
AR;Competitive Spirit Squad;1414;1318;1286;1807;1622;1966;1956;1902;231;1379;1615;1759;1649;1594;1443;1617;
HI;Competitive Spirit Squad;724;744;574;662;673;744;787;758;844;844;787;872;851;802;802;900;
IA;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
LA;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
MI;Competitive Spirit Squad;4165;4387;4628;6000;7786;7381;7320;7528;7656;7480;7374;7120;7189;7062;6720;6715;
MI;sailing;;;;;;;;0;0;0;0;0;0;0;0;0;
MT;Competitive Spirit Squad;106;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NE;RUGBY;;;;;;;;0;0;0;0;0;0;0;0;0;
NV;Competitive Spirit Squad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NH;Pentathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NH;sailing;;;;;;;;0;0;0;0;0;0;0;0;0;
NY;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
PA;Pentathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TN;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
VT;Competitive Spirit Squad;551;406;469;450;391;0;219;210;245;216;183;99;100;100;182;34;
WA;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
CA;None;;;;;;;;0;0;0;0;0;0;0;;;
MD;None;;;;;;;;0;0;0;0;0;0;0;;;
SC;None;;;;;;;;0;0;0;0;0;0;0;;;
NY;Outrigger Canoe Paddling LL;;;;;;;;;;0;0;0;0;;;;
NM;Outrigger Canoe Paddling LL;;;;;;;;;;0;0;0;;;;;
SC;Canoeing;0;0;0;0;0;0;0;0;0;;;;;;;;
CA;Other 2:;0;0;0;0;0;0;46;;;;;;;;;;
CT;Other 1:;0;0;0;0;0;0;0;;;;;;;;;;
IN;Other 1:;0;0;0;0;0;0;0;;;;;;;;;;
KS;Other 2:;0;0;0;0;0;0;0;;;;;;;;;;
MA;Other 2:;0;0;0;0;0;0;0;;;;;;;;;;
NC;Other 2:;0;0;0;0;0;0;0;;;;;;;;;;
VT;Other 1:;0;0;82;0;0;74;54;;;;;;;;;;
WI;Other 1:;0;0;0;0;0;0;0;;;;;;;;;;
AL;Adapted Bocce - Indoor;;;;;;;;;;;;;;0;0;0;0
AL;Badminton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AL;Field Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AL;Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AL;Skiing -- Alpine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AL;Track and Field -- Indoor;439;409;419;450;450;0;0;0;0;0;615;1238;1452;1602;1835;1929;2047
AL;Volleyball;4928;5037;5114;5238;5238;5346;5516;5454;5578;5445;5470;5572;9202;9348;9878;10095;10310
AK;Adapted Football;;;;;;;;;;;;;;;;;0
AK;Bowling;71;59;64;98;70;80;68;90;85;61;54;68;47;56;46;53;110
AZ;Skiing -- Cross Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AZ;Soft Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR;Adapted Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33
AR;Baseball;163;34;59;126;103;104;56;0;0;4;0;0;0;0;0;0;10
AR;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;1846
AR;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR;Football -- 11-Player;159;3;4;2;82;51;3;8;26;12;16;60;28;28;22;72;7
AR;Native Youth Olympics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR;Softball -- Slow Pitch;62;27;0;0;0;33;0;0;0;0;0;106;106;0;0;0;0
AR;Trap Shooting;;;;;;;;;;;;;;;289;331;328
CA;Adapted Track;;;;;;;;0;0;0;0;44;60;58;72;75;30
CA;Adaptive Corn Toss;;;;;;;;;;;;;;0;0;0;0
CA;Bocce - Outdoor;;;;;;;;;;;;;;0;0;0;0
CA;Bowling;54;54;192;192;177;177;78;78;168;147;115;139;144;43;60;86;8
CA;Equestrian;40;40;0;0;407;407;320;320;390;428;446;465;491;558;596;288;309
CA;Figure Skating;;;;;;;;;;;;;;6;3;1;0
CA;Native Youth Olympics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CA;Rock Climbing;;;;;;;;;;;;;;63;112;51;49
CA;Sand Volleyball;;;;;;;;;;;;;;1042;1254;1056;1286
CA;Skiing -- Cross Country;32;32;0;0;59;59;38;38;114;46;18;16;22;30;39;19;35
CO;Adapted Bocce - Indoor;;;;;;;;;;;;;;0;0;0;0
CO;Figure Skating;;;;;;;;;;;;;;;0;0;0
CO;Lacrosse;1428;1327;1371;1387;1433;1421;1532;1566;1720;1701;1640;1590;1604;1719;1762;1775;1534
CO;Sand Volleyball;;;;;;;;;;;;;;;0;0;0
CO;Synchronized Swimming;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CT;Equestrian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CT;Football -- 8-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CT;Heptathlon;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CT;Ice Hockey;16;17;14;7;7;6;7;10;5;5;6;7;15;21;17;21;21
CT;Ultimate Frisbee;;;;;;;;;;;;;;0;0;0;0
CT;Water Polo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DC;Adaptive Corn Toss;;;;;;;;;;;;;;0;0;0;0
DC;Baseball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DC;Bass Fishing;;;;;;;;;;;;;;;;0;0
DC;Drill Team;;;;;;;;0;0;0;0;0;0;0;0;0;0
DC;Golf;30;25;15;20;21;21;21;21;21;21;21;20;20;20;28;35;35
DE;Adapted Softball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DE;Adaptive Golf;;;;;;;;;;;;;;0;0;0;0
DE;Decathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DE;Heptathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DE;Rugby;;;;;;;;;;;;;;;;;0
DE;Tennis;514;535;387;684;590;512;573;609;536;580;595;569;635;518;566;577;552
DE;Track and Field -- Indoor;500;550;499;684;700;747;802;709;790;785;802;791;732;798;868;864;843
FL;Baseball;5;3;11;12;11;8;6;33;3;8;25;10;6;5;3;76;119
FL;Bass Fishing;;;;;;;;;;;;;;;;0;0
FL;Canoe Paddling;;;;;;;;;;;;;0;0;0;0;0
FL;Fencing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
